[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233193E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233199E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233199E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233199E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233199E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233427E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233428E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.75855023343E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233432E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233433E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233434E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.758550233629E12]
[9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 9765.3271484375, 1.0, 1.75855023363E12]
